epoch,accuracy,loss,val_accuracy,val_loss
0,0.7321052551269531,0.5706850290298462,0.811284065246582,0.7641288638114929
1,0.8964912295341492,0.2833937108516693,0.8852140307426453,0.34864914417266846
2,0.9350877404212952,0.1811058223247528,0.929961085319519,0.20477017760276794
3,0.9277192950248718,0.180525541305542,0.9124513864517212,0.23587283492088318
4,0.9571929574012756,0.11499855667352676,0.9105058312416077,0.25466451048851013
5,0.9592982530593872,0.10305477678775787,0.948443591594696,0.14972692728042603
6,0.9684210419654846,0.07676885277032852,0.9455252885818481,0.16538289189338684
7,0.9833333492279053,0.05266959220170975,0.9435797929763794,0.17165614664554596
8,0.9780701994895935,0.05634264647960663,0.9134241342544556,0.27338939905166626
9,0.9856140613555908,0.03823183476924896,0.9620622396469116,0.1350868046283722
10,0.9910526275634766,0.02530309557914734,0.9416342377662659,0.20372171700000763
11,0.9814035296440125,0.048899903893470764,0.951361894607544,0.1601874977350235
12,0.9866666793823242,0.04014284536242485,0.948443591594696,0.1887625902891159
13,0.9821052551269531,0.04778724163770676,0.9426069855690002,0.19638288021087646
14,0.9889473915100098,0.027902795001864433,0.9445525407791138,0.1762072592973709
15,0.9961403608322144,0.014208799228072166,0.948443591594696,0.18716251850128174
16,0.9971929788589478,0.008317461237311363,0.9562256932258606,0.17405129969120026
17,0.9996491074562073,0.0037642130628228188,0.9533073902130127,0.1702592372894287
18,0.9996491074562073,0.002515224739909172,0.9542801380157471,0.1816660761833191
19,1.0,0.0016100018983706832,0.957198441028595,0.18026740849018097
20,0.999824583530426,0.0013735374668613076,0.9523346424102783,0.1796812117099762
21,1.0,0.0008134281379170716,0.9533073902130127,0.19173628091812134
22,1.0,0.0006638871855102479,0.9533073902130127,0.1952575147151947
23,1.0,0.0005165442125871778,0.9523346424102783,0.20100228488445282
24,1.0,0.0004234736552461982,0.9533073902130127,0.20559200644493103
