epoch,accuracy,loss,val_accuracy,val_loss
0,0.777193009853363,0.5584351420402527,0.8151751160621643,0.6192512512207031
1,0.895087718963623,0.27181103825569153,0.9007782340049744,0.4061380624771118
2,0.9300000071525574,0.1812801957130432,0.9075875282287598,0.27457576990127563
3,0.9440351128578186,0.14653290808200836,0.9202334880828857,0.2257671058177948
4,0.9505262970924377,0.1275733858346939,0.9289883375167847,0.1923561543226242
5,0.9657894968986511,0.08406490832567215,0.9250972867012024,0.1916327178478241
6,0.969473659992218,0.07703733444213867,0.9338521361351013,0.16418978571891785
7,0.9742105007171631,0.06504623591899872,0.9270427823066711,0.2304801493883133
8,0.9754385948181152,0.06209977716207504,0.905642032623291,0.28100621700286865
9,0.983859658241272,0.04400666058063507,0.9367704391479492,0.1759008765220642
10,0.9901754260063171,0.030038798227906227,0.9319066405296326,0.1771562248468399
11,0.9929824471473694,0.019810914993286133,0.9309338331222534,0.22149240970611572
12,0.9959648847579956,0.01604340225458145,0.9445525407791138,0.19531358778476715
13,0.9980701804161072,0.008324507623910904,0.938715934753418,0.21134395897388458
14,0.9987719058990479,0.006640278268605471,0.938715934753418,0.2210199385881424
15,0.9994736909866333,0.003966749645769596,0.9416342377662659,0.22156007587909698
16,0.9994736909866333,0.003745323047041893,0.9494163393974304,0.22079400718212128
17,0.9996491074562073,0.002269056858494878,0.9309338331222534,0.2784392237663269
18,0.999824583530426,0.0015987780643627048,0.9445525407791138,0.2432170957326889
19,1.0,0.000758592039346695,0.9494163393974304,0.23593370616436005
20,1.0,0.0005935282097198069,0.9464980363845825,0.2510948181152344
21,1.0,0.0004924662644043565,0.9464980363845825,0.24925053119659424
22,1.0,0.0004291103105060756,0.9464980363845825,0.25976797938346863
23,1.0,0.0003817737742792815,0.9464980363845825,0.25510373711586
24,1.0,0.00032128524617291987,0.948443591594696,0.2593919634819031
