epoch,accuracy,loss,val_accuracy,val_loss
0,0.49824562668800354,0.9155624508857727,0.7470816969871521,0.853299617767334
1,0.733859658241272,0.6845192313194275,0.8161478638648987,0.6185522675514221
2,0.8559648990631104,0.5207194685935974,0.8365758657455444,0.48522940278053284
3,0.8805263042449951,0.35046130418777466,0.8638132214546204,0.3443285822868347
4,0.9078947305679321,0.24842554330825806,0.887159526348114,0.2684759795665741
5,0.9236842393875122,0.19571466743946075,0.8774319291114807,0.29716360569000244
6,0.9335087537765503,0.1755286008119583,0.8978599309921265,0.2230357676744461
7,0.9410526156425476,0.1501818150281906,0.9143968820571899,0.21146954596042633
8,0.9492982625961304,0.13316725194454193,0.9163424372673035,0.2104683667421341
9,0.9605262875556946,0.1080438420176506,0.9250972867012024,0.21412399411201477
10,0.967719316482544,0.09120666235685349,0.9134241342544556,0.21734227240085602
11,0.972456157207489,0.07887212187051773,0.9212062358856201,0.19385047256946564
12,0.9759649038314819,0.06719879806041718,0.911478579044342,0.2656867504119873
13,0.9782456159591675,0.06045307219028473,0.9153696298599243,0.24488404393196106
14,0.9794737100601196,0.05706394836306572,0.9377431869506836,0.20330031216144562
