epoch,accuracy,loss,val_accuracy,val_loss
0,0.6712280511856079,0.747771143913269,0.7869649529457092,0.7246772646903992
1,0.8712280988693237,0.3468020558357239,0.8881322741508484,0.46327802538871765
2,0.9138596653938293,0.2341236174106598,0.9173151850700378,0.30766168236732483
3,0.9317544102668762,0.18166111409664154,0.9192606806755066,0.23759926855564117
4,0.9459649324417114,0.148828387260437,0.9338521361351013,0.20314323902130127
5,0.9559649229049683,0.12411303073167801,0.9124513864517212,0.21775832772254944
6,0.964736819267273,0.09872564673423767,0.9319066405296326,0.1902036964893341
7,0.9638596773147583,0.10068569332361221,0.9338521361351013,0.1921859234571457
8,0.9722806811332703,0.07656970620155334,0.9173151850700378,0.23462069034576416
9,0.9766666889190674,0.0666937604546547,0.9319066405296326,0.2183629274368286
10,0.9833333492279053,0.04861199110746384,0.9319066405296326,0.19788825511932373
11,0.9870175719261169,0.03676639869809151,0.9328793883323669,0.21374401450157166
12,0.9891228079795837,0.030945712700486183,0.9377431869506836,0.22980903089046478
13,0.9850876927375793,0.036236025393009186,0.9289883375167847,0.23982694745063782
14,0.988771915435791,0.030442478135228157,0.9270427823066711,0.2559109628200531
