epoch,accuracy,loss,val_accuracy,val_loss
0,0.7519298195838928,0.6023085713386536,0.7957198619842529,0.7349269390106201
1,0.882280707359314,0.31063970923423767,0.8570038676261902,0.4544980823993683
2,0.9268420934677124,0.20647308230400085,0.9007782340049744,0.2800247073173523
3,0.9449122548103333,0.15677201747894287,0.9280155897140503,0.20917800068855286
4,0.9491227865219116,0.1418236345052719,0.8978599309921265,0.2582584023475647
5,0.9603508710861206,0.11119329929351807,0.9124513864517212,0.2217583954334259
6,0.9649122953414917,0.09364767372608185,0.9328793883323669,0.1871684342622757
7,0.9785965085029602,0.0642642229795456,0.9280155897140503,0.23579555749893188
8,0.9778947234153748,0.06696806102991104,0.9338521361351013,0.19289416074752808
9,0.9814035296440125,0.053572796285152435,0.9435797929763794,0.18378573656082153
10,0.9892982244491577,0.0331919863820076,0.9289883375167847,0.228439599275589
11,0.9754385948181152,0.06801480054855347,0.9143968820571899,0.30042552947998047
12,0.9896491169929504,0.033848006278276443,0.9270427823066711,0.22224417328834534
13,0.9959648847579956,0.01865196041762829,0.9328793883323669,0.22126764059066772
14,0.9973683953285217,0.012511000037193298,0.929961085319519,0.22086350619792938
15,0.9985964894294739,0.00943391676992178,0.9319066405296326,0.24539536237716675
16,0.9994736909866333,0.006839202716946602,0.9338521361351013,0.2307012677192688
17,0.9989473819732666,0.0053475284948945045,0.9338521361351013,0.2270888388156891
18,0.999824583530426,0.0038673863746225834,0.9338521361351013,0.25591951608657837
19,1.0,0.002980633173137903,0.938715934753418,0.2428198605775833
20,0.9719298481941223,0.08553589135408401,0.8735408782958984,0.47513139247894287
21,0.9750877022743225,0.0773429125547409,0.9192606806755066,0.3057129979133606
22,0.9940350651741028,0.02167227491736412,0.9260700345039368,0.2790689468383789
23,0.9977192878723145,0.009379631839692593,0.9455252885818481,0.24405816197395325
24,0.9992982745170593,0.004142750054597855,0.9367704391479492,0.24273425340652466
