epoch,accuracy,loss,val_accuracy,val_loss
0,0.7871930003166199,0.5239497423171997,0.8161478638648987,0.6267912983894348
1,0.8899999856948853,0.2867293655872345,0.8706225752830505,0.46459466218948364
2,0.9191228151321411,0.2146552950143814,0.9105058312416077,0.29139161109924316
3,0.9482455849647522,0.14689429104328156,0.9289883375167847,0.21280303597450256
4,0.9566666483879089,0.12066847085952759,0.9163424372673035,0.2271755039691925
5,0.9682456254959106,0.09119289368391037,0.9212062358856201,0.2074527144432068
6,0.9736841917037964,0.07513685524463654,0.9143968820571899,0.24939653277397156
7,0.9749122858047485,0.07474028319120407,0.9319066405296326,0.1687147170305252
8,0.9773684144020081,0.06395559012889862,0.9105058312416077,0.2978055775165558
9,0.9819298386573792,0.057267338037490845,0.9221789836883545,0.22340989112854004
10,0.9859648942947388,0.044823288917541504,0.9270427823066711,0.21484538912773132
11,0.9905263185501099,0.030945301055908203,0.9319066405296326,0.22215791046619415
12,0.9942105412483215,0.020928794518113136,0.9396887421607971,0.19722770154476166
13,0.9964912533760071,0.012332170270383358,0.9338521361351013,0.23602953553199768
14,0.996842086315155,0.010358217172324657,0.9396887421607971,0.21648958325386047
