epoch,accuracy,loss,val_accuracy,val_loss
0,0.6489473581314087,0.7115940451622009,0.5904669165611267,0.7597519159317017
1,0.8389473557472229,0.3924883008003235,0.8589494228363037,0.459390252828598
2,0.8970175385475159,0.26696687936782837,0.8900778293609619,0.3189254701137543
3,0.925789475440979,0.20170652866363525,0.9143968820571899,0.222050741314888
4,0.9375438690185547,0.16686293482780457,0.9095330834388733,0.23659931123256683
5,0.9433333277702332,0.1467115879058838,0.9173151850700378,0.19355519115924835
6,0.9549123048782349,0.12109685689210892,0.9250972867012024,0.19628623127937317
7,0.961403489112854,0.10284729301929474,0.8998054265975952,0.2534584403038025
8,0.9689473509788513,0.0830063745379448,0.9348248839378357,0.16379524767398834
9,0.9731578826904297,0.07236919552087784,0.8891050815582275,0.336692750453949
10,0.9794737100601196,0.058282822370529175,0.929961085319519,0.18660768866539001
11,0.9845613837242126,0.04656583443284035,0.9357976913452148,0.20027321577072144
12,0.9761403799057007,0.057863764464855194,0.9416342377662659,0.17569847404956818
13,0.9910526275634766,0.03063719905912876,0.9280155897140503,0.2642892599105835
14,0.9942105412483215,0.02340749092400074,0.9357976913452148,0.22872664034366608
15,0.9959648847579956,0.018122473731637,0.9328793883323669,0.2530249059200287
16,0.9984210729598999,0.013456296175718307,0.9173151850700378,0.35486042499542236
17,0.9952631592750549,0.017372222617268562,0.938715934753418,0.2242414355278015
18,0.9928070306777954,0.026446452364325523,0.9396887421607971,0.23624981939792633
19,0.9963157773017883,0.014166662469506264,0.9270427823066711,0.31657513976097107
20,0.9985964894294739,0.00756620429456234,0.9464980363845825,0.2298780381679535
21,1.0,0.002726129023358226,0.9416342377662659,0.2607807219028473
22,1.0,0.0020278675947338343,0.9445525407791138,0.26129427552223206
23,0.9980701804161072,0.009586378000676632,0.938715934753418,0.28130677342414856
24,0.9961403608322144,0.012704025954008102,0.938715934753418,0.3238683044910431
