epoch,accuracy,loss,val_accuracy,val_loss
0,0.7871930003166199,0.5346409678459167,0.7898832559585571,0.6625444293022156
1,0.895087718963623,0.2557958960533142,0.8735408782958984,0.45939376950263977
2,0.928947389125824,0.1696544587612152,0.8852140307426453,0.32945430278778076
3,0.9447368383407593,0.13648660480976105,0.9143968820571899,0.21816278994083405
4,0.9601754546165466,0.09716074168682098,0.9357976913452148,0.17112228274345398
5,0.9761403799057007,0.06596872210502625,0.9309338331222534,0.18369969725608826
6,0.980526328086853,0.05080394446849823,0.9357976913452148,0.17612454295158386
7,0.9819298386573792,0.04727260023355484,0.9289883375167847,0.21714656054973602
8,0.9747368693351746,0.06694833934307098,0.9163424372673035,0.2333051860332489
9,0.9803508520126343,0.05788566172122955,0.9192606806755066,0.26693639159202576
10,0.9901754260063171,0.026024295017123222,0.9319066405296326,0.20709583163261414
11,0.9947368502616882,0.0158259067684412,0.9357976913452148,0.24783965945243835
12,0.9982455968856812,0.006610017269849777,0.9445525407791138,0.207204669713974
13,0.9992982745170593,0.0034511354751884937,0.9377431869506836,0.2279244214296341
14,0.9991227984428406,0.002415569731965661,0.9319066405296326,0.27784380316734314
15,0.9994736909866333,0.002092834794893861,0.938715934753418,0.2398899346590042
16,0.9994736909866333,0.0015181598719209433,0.9396887421607971,0.231275275349617
17,0.9994736909866333,0.001205578912049532,0.938715934753418,0.24631360173225403
18,0.9994736909866333,0.0010044663213193417,0.9377431869506836,0.23496724665164948
19,0.9994736909866333,0.0009127744124270976,0.9426069855690002,0.22344060242176056
20,0.9750877022743225,0.09289924800395966,0.755836546421051,2.089789628982544
21,0.9005263447761536,0.32864683866500854,0.9007782340049744,0.34527862071990967
22,0.9308772087097168,0.19231125712394714,0.9289883375167847,0.258338063955307
23,0.9743859767913818,0.06527373939752579,0.9173151850700378,0.3161981403827667
24,0.9845613837242126,0.04053614288568497,0.9270427823066711,0.2256365269422531
