epoch,accuracy,loss,val_accuracy,val_loss
0,0.7964912056922913,0.5034812092781067,0.8268482685089111,0.4711989760398865
1,0.898421049118042,0.2645625174045563,0.8929961323738098,0.2821865975856781
2,0.9345614314079285,0.17534224689006805,0.9134241342544556,0.21890155971050262
3,0.9456140398979187,0.14351727068424225,0.9250972867012024,0.19423995912075043
4,0.9638596773147583,0.10100238025188446,0.9426069855690002,0.15086902678012848
5,0.9671930074691772,0.08852062374353409,0.9445525407791138,0.14431461691856384
6,0.9764912128448486,0.06653639674186707,0.9426069855690002,0.16182327270507812
7,0.9800000190734863,0.05403657257556915,0.9503890872001648,0.14825020730495453
8,0.9817543625831604,0.048359084874391556,0.9445525407791138,0.1504388451576233
9,0.9866666793823242,0.03926616534590721,0.9426069855690002,0.1669790893793106
10,0.9915789365768433,0.027157926931977272,0.9494163393974304,0.14420060813426971
11,0.9882456064224243,0.03544355556368828,0.9221789836883545,0.23702523112297058
12,0.9926315546035767,0.023428738117218018,0.9474708437919617,0.17691804468631744
13,0.9949122667312622,0.01815798506140709,0.9533073902130127,0.14278551936149597
14,0.9985964894294739,0.007397521752864122,0.9523346424102783,0.14965547621250153
15,0.999824583530426,0.0033088817726820707,0.9494163393974304,0.13956038653850555
16,1.0,0.002331012161448598,0.948443591594696,0.1624307781457901
17,1.0,0.0013957108603790402,0.9494163393974304,0.1556069701910019
18,1.0,0.0009410555940121412,0.9523346424102783,0.166798934340477
19,1.0,0.0006259859655983746,0.9494163393974304,0.16407108306884766
20,1.0,0.0005431309691630304,0.951361894607544,0.17111964523792267
21,1.0,0.0004627596354112029,0.9503890872001648,0.16007760167121887
22,1.0,0.00039148004725575447,0.9503890872001648,0.1694374531507492
23,1.0,0.00032130518229678273,0.9474708437919617,0.17870627343654633
24,1.0,0.00029754004208371043,0.951361894607544,0.17572565376758575
