epoch,accuracy,loss,val_accuracy,val_loss
0,0.7477192878723145,0.6622809171676636,0.7918288111686707,0.7251080870628357
1,0.862982451915741,0.4278196394443512,0.8978599309921265,0.5896510481834412
2,0.9035087823867798,0.35353338718414307,0.8287937641143799,0.5345507264137268
3,0.9108771681785583,0.3194812536239624,0.9066147804260254,0.4528006613254547
4,0.9310526251792908,0.27417251467704773,0.9007782340049744,0.42699170112609863
5,0.9300000071525574,0.2630389630794525,0.9163424372673035,0.4168585538864136
6,0.9431579113006592,0.2315818816423416,0.9357976913452148,0.3525863587856293
7,0.9591228365898132,0.19107328355312347,0.9270427823066711,0.34483984112739563
8,0.9629824757575989,0.177793949842453,0.938715934753418,0.3047196865081787
9,0.9596491456031799,0.1765134185552597,0.9231517314910889,0.34645774960517883
10,0.9735087752342224,0.13869982957839966,0.9416342377662659,0.29694271087646484
11,0.9759649038314819,0.12770865857601166,0.9396887421607971,0.2985014319419861
12,0.9738596677780151,0.13820676505565643,0.9445525407791138,0.25806865096092224
13,0.9852631688117981,0.09598907828330994,0.9464980363845825,0.2665005326271057
14,0.9875438809394836,0.08616577833890915,0.9533073902130127,0.2344398945569992
15,0.9914035201072693,0.07490584254264832,0.9426069855690002,0.32029494643211365
16,0.9803508520126343,0.0865003913640976,0.9105058312416077,0.43974050879478455
17,0.980701744556427,0.07036713510751724,0.9610894918441772,0.15781469643115997
18,0.9889473915100098,0.03858412429690361,0.9445525407791138,0.20762529969215393
19,0.9936842322349548,0.02354501746594906,0.948443591594696,0.20055562257766724
20,0.9963157773017883,0.013553527183830738,0.9523346424102783,0.19954518973827362
21,0.99210524559021,0.03349025920033455,0.948443591594696,0.17959457635879517
22,0.9928070306777954,0.02728140540421009,0.9357976913452148,0.27042287588119507
23,0.9954385757446289,0.015897836536169052,0.9523346424102783,0.21086689829826355
24,0.9964912533760071,0.014395921491086483,0.9464980363845825,0.19184324145317078
