epoch,accuracy,loss,val_accuracy,val_loss
0,0.7598245739936829,0.5734231472015381,0.8064202070236206,0.5580321550369263
1,0.8929824829101562,0.28532174229621887,0.8657587766647339,0.3574593961238861
2,0.9322807192802429,0.1856062114238739,0.9280155897140503,0.19306473433971405
3,0.9466666579246521,0.14112454652786255,0.9221789836883545,0.18525154888629913
4,0.9542105197906494,0.13002793490886688,0.9221789836883545,0.19238443672657013
5,0.964385986328125,0.09503664076328278,0.9143968820571899,0.24082764983177185
6,0.9717543721199036,0.08252589404582977,0.9328793883323669,0.19122730195522308
7,0.9752631783485413,0.06603943556547165,0.9231517314910889,0.19018495082855225
8,0.9714034795761108,0.0736708715558052,0.9289883375167847,0.1957530975341797
9,0.9796491265296936,0.058573778718709946,0.9357976913452148,0.18712756037712097
10,0.9847368597984314,0.04184386134147644,0.938715934753418,0.18169166147708893
11,0.9857894778251648,0.038412827998399734,0.9280155897140503,0.22574098408222198
12,0.9903509020805359,0.02922501601278782,0.9426069855690002,0.168491929769516
13,0.9505262970924377,0.13428911566734314,0.9357976913452148,0.20020480453968048
14,0.980526328086853,0.05430912598967552,0.929961085319519,0.2342568337917328
15,0.9808772206306458,0.04929055646061897,0.9435797929763794,0.18603375554084778
16,0.9889473915100098,0.027428168803453445,0.9406614899635315,0.20614464581012726
17,0.9894737005233765,0.03004978410899639,0.9338521361351013,0.21636474132537842
18,0.991754412651062,0.01999877206981182,0.9367704391479492,0.2172321230173111
19,0.9938596487045288,0.015300808474421501,0.9426069855690002,0.2279173582792282
20,0.9954385757446289,0.011336006224155426,0.9377431869506836,0.2254488170146942
21,0.9954385757446289,0.010141782462596893,0.9464980363845825,0.2161649763584137
22,0.9971929788589478,0.007950791157782078,0.9435797929763794,0.22797514498233795
23,0.9978947639465332,0.007047432474792004,0.9377431869506836,0.22199080884456635
24,0.9980701804161072,0.005288164131343365,0.9455252885818481,0.21679799258708954
