epoch,accuracy,loss,val_accuracy,val_loss
0,0.7212280631065369,0.6404438614845276,0.7850194573402405,0.6930347084999084
1,0.8715789318084717,0.34620651602745056,0.8375486135482788,0.5204029679298401
2,0.9035087823867798,0.25971317291259766,0.9085603356361389,0.3211221694946289
3,0.9354385733604431,0.18086445331573486,0.8929961323738098,0.2897477149963379
4,0.9463157653808594,0.14808861911296844,0.8910505771636963,0.27691367268562317
5,0.9617543816566467,0.1081758439540863,0.9153696298599243,0.2094513326883316
6,0.9735087752342224,0.08374947309494019,0.911478579044342,0.23815855383872986
7,0.9798245429992676,0.0618397556245327,0.9182879328727722,0.21218805015087128
8,0.983859658241272,0.049661051481962204,0.9173151850700378,0.26320865750312805
9,0.9852631688117981,0.04561876133084297,0.9066147804260254,0.29043048620224
10,0.9894737005233765,0.03414585068821907,0.9182879328727722,0.24384896457195282
11,0.9952631592750549,0.020808685570955276,0.9075875282287598,0.291738897562027
12,0.995087742805481,0.018728505820035934,0.9212062358856201,0.2795383334159851
13,0.9996491074562073,0.008676515892148018,0.9134241342544556,0.34053102135658264
14,1.0,0.0036493802908807993,0.929961085319519,0.28204309940338135
15,1.0,0.00225876085460186,0.929961085319519,0.28249073028564453
16,1.0,0.002281413646414876,0.929961085319519,0.2858866751194
17,1.0,0.0014027104480192065,0.929961085319519,0.2896074652671814
18,1.0,0.0011219693114981055,0.9250972867012024,0.29426780343055725
19,1.0,0.0009743160917423666,0.9280155897140503,0.29566919803619385
20,1.0,0.000842185749206692,0.9280155897140503,0.30008432269096375
21,1.0,0.0007211381453089416,0.9309338331222534,0.292696475982666
22,1.0,0.0005888407467864454,0.9270427823066711,0.30453765392303467
23,1.0,0.0005456623039208353,0.9260700345039368,0.31774812936782837
24,1.0,0.0005012171459384263,0.9280155897140503,0.3078814148902893
